Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17
Hepatite alcoólica,vômito,dor_abdominal,inchaço_do_estômago,distensão_abdominal,histórico_de_consumo_de_álcool,sobrecarga_de_fluidos,,,,,,,,,,,
Hepatite alcoólica,vômito,pele_amarelada,inchaço_do_estômago,distensão_abdominal,histórico_de_consumo_de_álcool,sobrecarga_de_fluidos,,,,,,,,,,,
Hepatite alcoólica,vômito,pele_amarelada,dor_abdominal,distensão_abdominal,histórico_de_consumo_de_álcool,sobrecarga_de_fluidos,,,,,,,,,,,
Hepatite alcoólica,vômito,pele_amarelada,dor_abdominal,inchaço_do_estômago,histórico_de_consumo_de_álcool,sobrecarga_de_fluidos,,,,,,,,,,,
Hepatite alcoólica,vômito,pele_amarelada,dor_abdominal,inchaço_do_estômago,distensão_abdominal,sobrecarga_de_fluidos,,,,,,,,,,,
Hepatite alcoólica,vômito,pele_amarelada,dor_abdominal,inchaço_do_estômago,distensão_abdominal,histórico_de_consumo_de_álcool,,,,,,,,,,,
Hepatite alcoólica,vômito,pele_amarelada,dor_abdominal,inchaço_do_estômago,distensão_abdominal,histórico_de_consumo_de_álcool,sobrecarga_de_fluidos,,,,,,,,,,
Tuberculose,calafrios,vômito,fadiga,perda_de_peso,tosse,febre_alta,falta_de_ar,suor_excessivo,perda_de_apetite,febre_leve,amarelamento_dos_olhos,linfonodos_inchados,mal_estar,catarro,dor_no_peito,sangue_no_escarro,
Tuberculose,calafrios,vômito,fadiga,perda_de_peso,tosse,febre_alta,falta_de_ar,suor_excessivo,perda_de_apetite,febre_leve,amarelamento_dos_olhos,linfonodos_inchados,mal_estar,catarro,dor_no_peito,sangue_no_escarro,
Tuberculose,vômito,fadiga,perda_de_peso,tosse,febre_alta,falta_de_ar,suor_excessivo,perda_de_apetite,febre_leve,amarelamento_dos_olhos,linfonodos_inchados,mal_estar,catarro,dor_no_peito,sangue_no_escarro,,
Tuberculose,calafrios,fadiga,perda_de_peso,tosse,febre_alta,falta_de_ar,suor_excessivo,perda_de_apetite,febre_leve,amarelamento_dos_olhos,linfonodos_inchados,mal_estar,catarro,dor_no_peito,sangue_no_escarro,,
Tuberculose,calafrios,vômito,perda_de_peso,tosse,febre_alta,falta_de_ar,suor_excessivo,perda_de_apetite,febre_leve,amarelamento_dos_olhos,linfonodos_inchados,mal_estar,catarro,dor_no_peito,sangue_no_escarro,,
Tuberculose,calafrios,vômito,fadiga,tosse,febre_alta,falta_de_ar,suor_excessivo,perda_de_apetite,febre_leve,amarelamento_dos_olhos,linfonodos_inchados,mal_estar,catarro,dor_no_peito,sangue_no_escarro,,
Tuberculose,calafrios,vômito,fadiga,perda_de_peso,febre_alta,falta_de_ar,suor_excessivo,perda_de_apetite,febre_leve,amarelamento_dos_olhos,linfonodos_inchados,mal_estar,catarro,dor_no_peito,sangue_no_escarro,,
Tuberculose,calafrios,vômito,fadiga,perda_de_peso,tosse,falta_de_ar,suor_excessivo,perda_de_apetite,febre_leve,amarelamento_dos_olhos,linfonodos_inchados,mal_estar,catarro,dor_no_peito,sangue_no_escarro,,
Tuberculose,calafrios,vômito,fadiga,perda_de_peso,tosse,febre_alta,suor_excessivo,perda_de_apetite,febre_leve,amarelamento_dos_olhos,linfonodos_inchados,mal_estar,catarro,dor_no_peito,sangue_no_escarro,,
Tuberculose,calafrios,vômito,fadiga,perda_de_peso,tosse,febre_alta,falta_de_ar,perda_de_apetite,febre_leve,amarelamento_dos_olhos,linfonodos_inchados,mal_estar,catarro,dor_no_peito,sangue_no_escarro,,
Resfriado comum,espirros_contínuos,calafrios,fadiga,tosse,febre_alta,dor_de_cabeça,linfonodos_inchados,mal_estar,catarro,irritação_na_garganta,vermelhidão_nos_olhos,pressão_nos_seios_nasais,coriza,congestão,dor_no_peito,perda_do_olfato,dor_muscular
Resfriado comum,espirros_contínuos,calafrios,fadiga,tosse,febre_alta,dor_de_cabeça,linfonodos_inchados,mal_estar,catarro,irritação_na_garganta,vermelhidão_nos_olhos,pressão_nos_seios_nasais,coriza,congestão,dor_no_peito,perda_do_olfato,dor_muscular
Resfriado comum,calafrios,fadiga,tosse,febre_alta,dor_de_cabeça,linfonodos_inchados,mal_estar,catarro,irritação_na_garganta,vermelhidão_nos_olhos,pressão_nos_seios_nasais,coriza,congestão,dor_no_peito,perda_do_olfato,dor_muscular,
Resfriado comum,espirros_contínuos,fadiga,tosse,febre_alta,dor_de_cabeça,linfonodos_inchados,mal_estar,catarro,irritação_na_garganta,vermelhidão_nos_olhos,pressão_nos_seios_nasais,coriza,congestão,dor_no_peito,perda_do_olfato,dor_muscular,
Resfriado comum,espirros_contínuos,calafrios,tosse,febre_alta,dor_de_cabeça,linfonodos_inchados,mal_estar,catarro,irritação_na_garganta,vermelhidão_nos_olhos,pressão_nos_seios_nasais,coriza,congestão,dor_no_peito,perda_do_olfato,dor_muscular,
Resfriado comum,espirros_contínuos,calafrios,fadiga,febre_alta,dor_de_cabeça,linfonodos_inchados,mal_estar,catarro,irritação_na_garganta,vermelhidão_nos_olhos,pressão_nos_seios_nasais,coriza,congestão,dor_no_peito,perda_do_olfato,dor_muscular,
Resfriado comum,espirros_contínuos,calafrios,fadiga,tosse,dor_de_cabeça,linfonodos_inchados,mal_estar,catarro,irritação_na_garganta,vermelhidão_nos_olhos,pressão_nos_seios_nasais,coriza,congestão,dor_no_peito,perda_do_olfato,dor_muscular,
Resfriado comum,espirros_contínuos,calafrios,fadiga,tosse,febre_alta,linfonodos_inchados,mal_estar,catarro,irritação_na_garganta,vermelhidão_nos_olhos,pressão_nos_seios_nasais,coriza,congestão,dor_no_peito,perda_do_olfato,dor_muscular,
Resfriado comum,espirros_contínuos,calafrios,fadiga,tosse,febre_alta,dor_de_cabeça,mal_estar,catarro,irritação_na_garganta,vermelhidão_nos_olhos,pressão_nos_seios_nasais,coriza,congestão,dor_no_peito,perda_do_olfato,dor_muscular,
Resfriado comum,espirros_contínuos,calafrios,fadiga,tosse,febre_alta,dor_de_cabeça,linfonodos_inchados,catarro,irritação_na_garganta,vermelhidão_nos_olhos,pressão_nos_seios_nasais,coriza,congestão,dor_no_peito,perda_do_olfato,dor_muscular,
Pneumonia,calafrios,fadiga,tosse,febre_alta,falta_de_ar,suor_excessivo,mal_estar,dor_no_peito,frequência_cardíaca_elevada,escarro_enferrujado,,,,,,,
Pneumonia,calafrios,fadiga,tosse,febre_alta,falta_de_ar,suor_excessivo,mal_estar,catarro,dor_no_peito,frequência_cardíaca_elevada,escarro_enferrujado,,,,,,
Pneumonia,calafrios,fadiga,tosse,febre_alta,falta_de_ar,suor_excessivo,mal_estar,catarro,dor_no_peito,frequência_cardíaca_elevada,escarro_enferrujado,,,,,,
Pneumonia,fadiga,tosse,febre_alta,falta_de_ar,suor_excessivo,mal_estar,catarro,dor_no_peito,frequência_cardíaca_elevada,escarro_enferrujado,,,,,,,
Pneumonia,calafrios,tosse,febre_alta,falta_de_ar,suor_excessivo,mal_estar,catarro,dor_no_peito,frequência_cardíaca_elevada,escarro_enferrujado,,,,,,,
Pneumonia,calafrios,fadiga,febre_alta,falta_de_ar,suor_excessivo,mal_estar,catarro,dor_no_peito,frequência_cardíaca_elevada,escarro_enferrujado,,,,,,,
Pneumonia,calafrios,fadiga,tosse,falta_de_ar,suor_excessivo,mal_estar,catarro,dor_no_peito,frequência_cardíaca_elevada,escarro_enferrujado,,,,,,,
Pneumonia,calafrios,fadiga,tosse,febre_alta,suor_excessivo,mal_estar,catarro,dor_no_peito,frequência_cardíaca_elevada,escarro_enferrujado,,,,,,,
Pneumonia,calafrios,fadiga,tosse,febre_alta,falta_de_ar,mal_estar,catarro,dor_no_peito,frequência_cardíaca_elevada,escarro_enferrujado,,,,,,,
Pneumonia,calafrios,fadiga,tosse,febre_alta,falta_de_ar,suor_excessivo,catarro,dor_no_peito,frequência_cardíaca_elevada,escarro_enferrujado,,,,,,,
Hemorroidas,constipação,dor_ao_evacuar,dor_na_região_anal,fezes_com_sangue,irritação_no_ânus,,,,,,,,,,,,
Hemorroidas,constipação,dor_ao_evacuar,dor_na_região_anal,fezes_com_sangue,irritação_no_ânus,,,,,,,,,,,,
Hemorroidas,constipação,dor_ao_evacuar,dor_na_região_anal,fezes_com_sangue,irritação_no_ânus,,,,,,,,,,,,
Hemorroidas,dor_ao_evacuar,dor_na_região_anal,fezes_com_sangue,irritação_no_ânus,,,,,,,,,,,,,
Hemorroidas,constipação,dor_na_região_anal,fezes_com_sangue,irritação_no_ânus,,,,,,,,,,,,,
Hemorroidas,constipação,dor_ao_evacuar,fezes_com_sangue,irritação_no_ânus,,,,,,,,,,,,,
Hemorroidas,constipação,dor_ao_evacuar,dor_na_região_anal,irritação_no_ânus,,,,,,,,,,,,,
Hemorroidas,constipação,dor_ao_evacuar,dor_na_região_anal,fezes_com_sangue,,,,,,,,,,,,,
Hemorroidas,constipação,dor_ao_evacuar,dor_na_região_anal,fezes_com_sangue,irritação_no_ânus,,,,,,,,,,,,
Hemorroidas,constipação,dor_ao_evacuar,dor_na_região_anal,fezes_com_sangue,irritação_no_ânus,,,,,,,,,,,,
Infarto,vômito,falta_de_ar,suor_excessivo,dor_no_peito,,,,,,,,,,,,,
Infarto,vômito,falta_de_ar,suor_excessivo,dor_no_peito,,,,,,,,,,,,,
Infarto,falta_de_ar,suor_excessivo,dor_no_peito,,,,,,,,,,,,,,
Infarto,vômito,suor_excessivo,dor_no_peito,,,,,,,,,,,,,,
Infarto,vômito,falta_de_ar,dor_no_peito,,,,,,,,,,,,,,
Infarto,vômito,falta_de_ar,suor_excessivo,,,,,,,,,,,,,,
Infarto,vômito,falta_de_ar,suor_excessivo,dor_no_peito,,,,,,,,,,,,,
Infarto,falta_de_ar,suor_excessivo,dor_no_peito,,,,,,,,,,,,,,
Infarto,vômito,suor_excessivo,dor_no_peito,,,,,,,,,,,,,,
Infarto,vômito,falta_de_ar,dor_no_peito,,,,,,,,,,,,,,
Varizes,fadiga,cãibras,hematomas,obesidade,pernas_inchadas,vasos_sanguíneos_inchados,veias_proeminentes_na_panturrilha,,,,,,,,,,
Varizes,fadiga,cãibras,hematomas,obesidade,pernas_inchadas,vasos_sanguíneos_inchados,veias_proeminentes_na_panturrilha,,,,,,,,,,
Varizes,cãibras,hematomas,obesidade,pernas_inchadas,vasos_sanguíneos_inchados,veias_proeminentes_na_panturrilha,,,,,,,,,,,
Varizes,fadiga,hematomas,obesidade,pernas_inchadas,vasos_sanguíneos_inchados,veias_proeminentes_na_panturrilha,,,,,,,,,,,
Varizes,fadiga,cãibras,obesidade,pernas_inchadas,vasos_sanguíneos_inchados,veias_proeminentes_na_panturrilha,,,,,,,,,,,
Varizes,fadiga,cãibras,hematomas,pernas_inchadas,vasos_sanguíneos_inchados,veias_proeminentes_na_panturrilha,,,,,,,,,,,
Varizes,fadiga,cãibras,hematomas,obesidade,vasos_sanguíneos_inchados,veias_proeminentes_na_panturrilha,,,,,,,,,,,
Varizes,fadiga,cãibras,hematomas,obesidade,pernas_inchadas,veias_proeminentes_na_panturrilha,,,,,,,,,,,
Varizes,fadiga,cãibras,hematomas,obesidade,pernas_inchadas,vasos_sanguíneos_inchados,,,,,,,,,,,
Varizes,fadiga,cãibras,hematomas,obesidade,pernas_inchadas,veias_proeminentes_na_panturrilha,,,,,,,,,,,
Hipotireoidismo,fadiga,ganho_de_peso,mãos_e_pés_frios,mudanças_de_humor,letargia,tontura,rosto_e_olhos_inchados,tireoide_aumentada,unhas_quebradiças,extremidades_inchadas,depressão,irritabilidade,menstruação_irregular,,,,
Hipotireoidismo,fadiga,ganho_de_peso,mãos_e_pés_frios,mudanças_de_humor,letargia,tontura,rosto_e_olhos_inchados,tireoide_aumentada,unhas_quebradiças,extremidades_inchadas,depressão,irritabilidade,menstruação_irregular,,,,
Hipotireoidismo,ganho_de_peso,mãos_e_pés_frios,mudanças_de_humor,letargia,tontura,rosto_e_olhos_inchados,tireoide_aumentada,unhas_quebradiças,extremidades_inchadas,depressão,irritabilidade,menstruação_irregular,,,,,
Hipotireoidismo,ganho_de_peso,mãos_e_pés_frios,mudanças_de_humor,letargia,tontura,rosto_e_olhos_inchados,tireoide_aumentada,unhas_quebradiças,extremidades_inchadas,depressão,irritabilidade,menstruação_irregular,,,,,
Hipotireoidismo,fadiga,mãos_e_pés_frios,mudanças_de_humor,letargia,tontura,rosto_e_olhos_inchados,tireoide_aumentada,unhas_quebradiças,extremidades_inchadas,depressão,irritabilidade,menstruação_irregular,,,,,
Hipotireoidismo,fadiga,ganho_de_peso,mudanças_de_humor,letargia,tontura,rosto_e_olhos_inchados,tireoide_aumentada,unhas_quebradiças,extremidades_inchadas,depressão,irritabilidade,menstruação_irregular,,,,,
Hipotireoidismo,fadiga,ganho_de_peso,mãos_e_pés_frios,letargia,tontura,rosto_e_olhos_inchados,tireoide_aumentada,unhas_quebradiças,extremidades_inchadas,depressão,irritabilidade,menstruação_irregular,,,,,
Hipotireoidismo,fadiga,ganho_de_peso,mãos_e_pés_frios,mudanças_de_humor,tontura,rosto_e_olhos_inchados,tireoide_aumentada,unhas_quebradiças,extremidades_inchadas,depressão,irritabilidade,menstruação_irregular,,,,,
Hipotireoidismo,fadiga,ganho_de_peso,mãos_e_pés_frios,mudanças_de_humor,letargia,rosto_e_olhos_inchados,tireoide_aumentada,unhas_quebradiças,extremidades_inchadas,depressão,irritabilidade,menstruação_irregular,,,,,
Hipotireoidismo,fadiga,ganho_de_peso,mãos_e_pés_frios,mudanças_de_humor,letargia,tontura,tireoide_aumentada,unhas_quebradiças,extremidades_inchadas,depressão,irritabilidade,menstruação_irregular,,,,,
Hipertireoidismo,fadiga,mudanças_de_humor,perda_de_peso,agitação,suor_excessivo,diarreia,frequência_cardíaca_elevada,fome_excessiva,fraqueza_muscular,irritabilidade,menstruação_irregular,,,,,,
Hipertireoidismo,fadiga,mudanças_de_humor,perda_de_peso,agitação,suor_excessivo,diarreia,frequência_cardíaca_elevada,fome_excessiva,fraqueza_muscular,irritabilidade,menstruação_irregular,,,,,,
Hipertireoidismo,mudanças_de_humor,perda_de_peso,agitação,suor_excessivo,diarreia,frequência_cardíaca_elevada,fome_excessiva,fraqueza_muscular,irritabilidade,menstruação_irregular,,,,,,,
Hipertireoidismo,fadiga,perda_de_peso,agitação,suor_excessivo,diarreia,frequência_cardíaca_elevada,fome_excessiva,fraqueza_muscular,irritabilidade,menstruação_irregular,,,,,,,
Hipertireoidismo,fadiga,mudanças_de_humor,agitação,suor_excessivo,diarreia,frequência_cardíaca_elevada,fome_excessiva,fraqueza_muscular,irritabilidade,menstruação_irregular,,,,,,,
Hipertireoidismo,fadiga,mudanças_de_humor,perda_de_peso,suor_excessivo,diarreia,frequência_cardíaca_elevada,fome_excessiva,fraqueza_muscular,irritabilidade,menstruação_irregular,,,,,,,
Hipertireoidismo,fadiga,mudanças_de_humor,perda_de_peso,agitação,diarreia,frequência_cardíaca_elevada,fome_excessiva,fraqueza_muscular,irritabilidade,menstruação_irregular,,,,,,,
Hipertireoidismo,fadiga,mudanças_de_humor,perda_de_peso,agitação,suor_excessivo,frequência_cardíaca_elevada,fome_excessiva,fraqueza_muscular,irritabilidade,menstruação_irregular,,,,,,,
Hipertireoidismo,fadiga,mudanças_de_humor,perda_de_peso,agitação,suor_excessivo,diarreia,fome_excessiva,fraqueza_muscular,irritabilidade,menstruação_irregular,,,,,,,
Hipertireoidismo,fadiga,mudanças_de_humor,perda_de_peso,agitação,suor_excessivo,diarreia,frequência_cardíaca_elevada,fraqueza_muscular,irritabilidade,menstruação_irregular,,,,,,,
Hipoglicemia,vômito,fadiga,ansiedade,suor_excessivo,dor_de_cabeça,náusea,visão_turva,fome_excessiva,fala_arrastada,irritabilidade,palpitações,,,,,,
Hipoglicemia,vômito,fadiga,ansiedade,suor_excessivo,dor_de_cabeça,náusea,visão_turva,fome_excessiva,lábios_ressecados_e_formigando,fala_arrastada,irritabilidade,palpitações,,,,,
Hipoglicemia,vômito,fadiga,ansiedade,suor_excessivo,dor_de_cabeça,náusea,visão_turva,fome_excessiva,lábios_ressecados_e_formigando,fala_arrastada,irritabilidade,palpitações,,,,,
Hipoglicemia,fadiga,ansiedade,suor_excessivo,dor_de_cabeça,náusea,visão_turva,fome_excessiva,lábios_ressecados_e_formigando,fala_arrastada,irritabilidade,palpitações,,,,,,
Hipoglicemia,vômito,ansiedade,suor_excessivo,dor_de_cabeça,náusea,visão_turva,fome_excessiva,lábios_ressecados_e_formigando,fala_arrastada,irritabilidade,palpitações,,,,,,
Hipoglicemia,vômito,fadiga,suor_excessivo,dor_de_cabeça,náusea,visão_turva,fome_excessiva,lábios_ressecados_e_formigando,fala_arrastada,irritabilidade,palpitações,,,,,,
Hipoglicemia,vômito,fadiga,ansiedade,dor_de_cabeça,náusea,visão_turva,fome_excessiva,lábios_ressecados_e_formigando,fala_arrastada,irritabilidade,palpitações,,,,,,
Hipoglicemia,vômito,fadiga,ansiedade,suor_excessivo,náusea,visão_turva,fome_excessiva,lábios_ressecados_e_formigando,fala_arrastada,irritabilidade,palpitações,,,,,,
Hipoglicemia,vômito,fadiga,ansiedade,suor_excessivo,dor_de_cabeça,visão_turva,fome_excessiva,lábios_ressecados_e_formigando,fala_arrastada,irritabilidade,palpitações,,,,,,
Hipoglicemia,vômito,fadiga,ansiedade,suor_excessivo,dor_de_cabeça,náusea,fome_excessiva,lábios_ressecados_e_formigando,fala_arrastada,irritabilidade,palpitações,,,,,,
Osteoartrite,dor_nas_articulações,dor_no_pescoço,dor_no_joelho,dor_na_articulação_do_quadril,articulações_inchadas,dificuldade_ao_caminhar,,,,,,,,,,,
Osteoartrite,dor_nas_articulações,dor_no_pescoço,dor_no_joelho,dor_na_articulação_do_quadril,articulações_inchadas,dificuldade_ao_caminhar,,,,,,,,,,,
Osteoartrite,dor_no_pescoço,dor_no_joelho,dor_na_articulação_do_quadril,articulações_inchadas,dificuldade_ao_caminhar,,,,,,,,,,,,
Osteoartrite,dor_nas_articulações,dor_no_joelho,dor_na_articulação_do_quadril,articulações_inchadas,dificuldade_ao_caminhar,,,,,,,,,,,,
Osteoartrite,dor_nas_articulações,dor_no_pescoço,dor_na_articulação_do_quadril,articulações_inchadas,dificuldade_ao_caminhar,,,,,,,,,,,,
Osteoartrite,dor_nas_articulações,dor_no_pescoço,dor_no_joelho,articulações_inchadas,dificuldade_ao_caminhar,,,,,,,,,,,,
Osteoartrite,dor_nas_articulações,dor_no_pescoço,dor_no_joelho,dor_na_articulação_do_quadril,dificuldade_ao_caminhar,,,,,,,,,,,,
Osteoartrite,dor_nas_articulações,dor_no_pescoço,dor_no_joelho,dor_na_articulação_do_quadril,articulações_inchadas,,,,,,,,,,,,
Osteoartrite,dor_nas_articulações,dor_no_pescoço,dor_no_joelho,dor_na_articulação_do_quadril,articulações_inchadas,dificuldade_ao_caminhar,,,,,,,,,,,
Osteoartrite,dor_nas_articulações,dor_no_pescoço,dor_no_joelho,dor_na_articulação_do_quadril,articulações_inchadas,dificuldade_ao_caminhar,,,,,,,,,,,
Artrite,fraqueza_muscular,rigidez_no_pescoço,articulações_inchadas,rigidez_no_movimento,dificuldade_ao_caminhar,,,,,,,,,,,,
Artrite,fraqueza_muscular,rigidez_no_pescoço,articulações_inchadas,rigidez_no_movimento,dificuldade_ao_caminhar,,,,,,,,,,,,
Artrite,rigidez_no_pescoço,articulações_inchadas,rigidez_no_movimento,dificuldade_ao_caminhar,,,,,,,,,,,,,
Artrite,fraqueza_muscular,articulações_inchadas,rigidez_no_movimento,dificuldade_ao_caminhar,,,,,,,,,,,,,
Artrite,fraqueza_muscular,rigidez_no_pescoço,rigidez_no_movimento,dificuldade_ao_caminhar,,,,,,,,,,,,,
Artrite,fraqueza_muscular,rigidez_no_pescoço,articulações_inchadas,dificuldade_ao_caminhar,,,,,,,,,,,,,
Artrite,fraqueza_muscular,rigidez_no_pescoço,articulações_inchadas,rigidez_no_movimento,dificuldade_ao_caminhar,,,,,,,,,,,,
Artrite,fraqueza_muscular,rigidez_no_pescoço,articulações_inchadas,rigidez_no_movimento,,,,,,,,,,,,,
Artrite,fraqueza_muscular,rigidez_no_pescoço,articulações_inchadas,rigidez_no_movimento,dificuldade_ao_caminhar,,,,,,,,,,,,
Artrite,fraqueza_muscular,rigidez_no_pescoço,articulações_inchadas,rigidez_no_movimento,dificuldade_ao_caminhar,,,,,,,,,,,,
Vertigem posicional,vômito,dor_de_cabeça,náusea,sensação_de_rotação,perda_de_equilíbrio,instabilidade,,,,,,,,,,,
Vertigem posicional,vômito,dor_de_cabeça,náusea,sensação_de_rotação,perda_de_equilíbrio,instabilidade,,,,,,,,,,,
Vertigem posicional,dor_de_cabeça,náusea,sensação_de_rotação,perda_de_equilíbrio,instabilidade,,,,,,,,,,,,
Vertigem posicional,vômito,náusea,sensação_de_rotação,perda_de_equilíbrio,instabilidade,,,,,,,,,,,,
Vertigem posicional,vômito,dor_de_cabeça,sensação_de_rotação,perda_de_equilíbrio,instabilidade,,,,,,,,,,,,
Vertigem posicional,vômito,dor_de_cabeça,náusea,perda_de_equilíbrio,instabilidade,,,,,,,,,,,,
Vertigem posicional,vômito,dor_de_cabeça,náusea,sensação_de_rotação,instabilidade,,,,,,,,,,,,
Vertigem posicional,vômito,dor_de_cabeça,náusea,sensação_de_rotação,perda_de_equilíbrio,,,,,,,,,,,,
Vertigem posicional,vômito,dor_de_cabeça,náusea,sensação_de_rotação,perda_de_equilíbrio,instabilidade,,,,,,,,,,,
Vertigem posicional,vômito,dor_de_cabeça,náusea,perda_de_equilíbrio,instabilidade,,,,,,,,,,,,
Acne,erupção_cutânea,espinhas_com_pus,cravos,descamação,,,,,,,,,,,,,
Acne,erupção_cutânea,espinhas_com_pus,cravos,descamação,,,,,,,,,,,,,
Acne,espinhas_com_pus,cravos,descamação,,,,,,,,,,,,,,
Acne,erupção_cutânea,cravos,descamação,,,,,,,,,,,,,,
Acne,erupção_cutânea,espinhas_com_pus,descamação,,,,,,,,,,,,,,
Acne,erupção_cutânea,espinhas_com_pus,cravos,,,,,,,,,,,,,,
Acne,erupção_cutânea,espinhas_com_pus,cravos,descamação,,,,,,,,,,,,,
Acne,erupção_cutânea,espinhas_com_pus,cravos,,,,,,,,,,,,,,
Acne,erupção_cutânea,espinhas_com_pus,descamação,,,,,,,,,,,,,,
Acne,erupção_cutânea,cravos,descamação,,,,,,,,,,,,,,
Infecção urinária,ardência_ao_urinar,desconforto_na_bexiga,urina_com_cheiro_forte,vontade_contínua_de_urinar,,,,,,,,,,,,,
Infecção urinária,ardência_ao_urinar,desconforto_na_bexiga,urina_com_cheiro_forte,vontade_contínua_de_urinar,,,,,,,,,,,,,
Infecção urinária,desconforto_na_bexiga,urina_com_cheiro_forte,vontade_contínua_de_urinar,,,,,,,,,,,,,,
Infecção urinária,ardência_ao_urinar,urina_com_cheiro_forte,vontade_contínua_de_urinar,,,,,,,,,,,,,,
Infecção urinária,ardência_ao_urinar,desconforto_na_bexiga,vontade_contínua_de_urinar,,,,,,,,,,,,,,
Infecção urinária,ardência_ao_urinar,desconforto_na_bexiga,urina_com_cheiro_forte,,,,,,,,,,,,,,
Infecção urinária,ardência_ao_urinar,desconforto_na_bexiga,urina_com_cheiro_forte,vontade_contínua_de_urinar,,,,,,,,,,,,,
Infecção urinária,ardência_ao_urinar,desconforto_na_bexiga,vontade_contínua_de_urinar,,,,,,,,,,,,,,
Infecção urinária,desconforto_na_bexiga,urina_com_cheiro_forte,vontade_contínua_de_urinar,,,,,,,,,,,,,,
Infecção urinária,ardência_ao_urinar,desconforto_na_bexiga,vontade_contínua_de_urinar,,,,,,,,,,,,,,
Psoríase,erupção_cutânea,dor_nas_articulações,descascamento_da_pele,descamação_prateada,pequenas_depressões_nas_unhas,unhas_inflamadas,,,,,,,,,,,
Psoríase,erupção_cutânea,dor_nas_articulações,descascamento_da_pele,descamação_prateada,pequenas_depressões_nas_unhas,unhas_inflamadas,,,,,,,,,,,
Psoríase,dor_nas_articulações,descascamento_da_pele,descamação_prateada,pequenas_depressões_nas_unhas,unhas_inflamadas,,,,,,,,,,,,
Psoríase,erupção_cutânea,descascamento_da_pele,descamação_prateada,pequenas_depressões_nas_unhas,unhas_inflamadas,,,,,,,,,,,,
Psoríase,erupção_cutânea,dor_nas_articulações,descamação_prateada,pequenas_depressões_nas_unhas,unhas_inflamadas,,,,,,,,,,,,
Psoríase,erupção_cutânea,dor_nas_articulações,descascamento_da_pele,pequenas_depressões_nas_unhas,unhas_inflamadas,,,,,,,,,,,,
Psoríase,erupção_cutânea,dor_nas_articulações,descascamento_da_pele,descamação_prateada,unhas_inflamadas,,,,,,,,,,,,
Psoríase,erupção_cutânea,dor_nas_articulações,descascamento_da_pele,descamação_prateada,pequenas_depressões_nas_unhas,,,,,,,,,,,,
Psoríase,erupção_cutânea,dor_nas_articulações,descascamento_da_pele,descamação_prateada,pequenas_depressões_nas_unhas,unhas_inflamadas,,,,,,,,,,,
Psoríase,erupção_cutânea,dor_nas_articulações,descascamento_da_pele,descamação_prateada,pequenas_depressões_nas_unhas,unhas_inflamadas,,,,,,,,,,,
Impetigo,erupção_cutânea,febre_alta,bolhas,ferida_vermelha_ao_redor_do_nariz,crostas_amarelas,,,,,,,,,,,,
Impetigo,erupção_cutânea,febre_alta,bolhas,ferida_vermelha_ao_redor_do_nariz,crostas_amarelas,,,,,,,,,,,,
Impetigo,febre_alta,bolhas,ferida_vermelha_ao_redor_do_nariz,crostas_amarelas,,,,,,,,,,,,,
Impetigo,erupção_cutânea,bolhas,ferida_vermelha_ao_redor_do_nariz,crostas_amarelas,,,,,,,,,,,,,
Impetigo,erupção_cutânea,bolhas,ferida_vermelha_ao_redor_do_nariz,crostas_amarelas,,,,,,,,,,,,,
Impetigo,erupção_cutânea,febre_alta,ferida_vermelha_ao_redor_do_nariz,crostas_amarelas,,,,,,,,,,,,,
Impetigo,erupção_cutânea,febre_alta,bolhas,crostas_amarelas,,,,,,,,,,,,,
Impetigo,erupção_cutânea,febre_alta,bolhas,ferida_vermelha_ao_redor_do_nariz,,,,,,,,,,,,,
Impetigo,erupção_cutânea,febre_alta,bolhas,ferida_vermelha_ao_redor_do_nariz,crostas_amarelas,,,,,,,,,,,,
Impetigo,erupção_cutânea,bolhas,ferida_vermelha_ao_redor_do_nariz,crostas_amarelas,,,,,,,,,,,,,
Infecção fúngica,coceira,erupção_cutânea,erupções_nodulares,manchas_discrômicas,,,,,,,,,,,,,
Alergia,espirros_contínuos,tremores,calafrios,lacrimejamento,,,,,,,,,,,,,
Refluxo gastroesofágico,dor_no_estômago,acidez,úlceras_na_língua,vômito,tosse,dor_no_peito,,,,,,,,,,,
Colestase crônica,coceira,vômito,pele_amarelada,náusea,perda_de_apetite,dor_abdominal,amarelamento_dos_olhos,,,,,,,,,,
Reação a medicamento,coceira,erupção_cutânea,dor_no_estômago,ardência_ao_urinar,manchas_na_urina,,,,,,,,,,,,
Úlcera péptica,vômito,indigestão,perda_de_apetite,dor_abdominal,eliminação_de_gases,coceira_interna,,,,,,,,,,,
AIDS,perda_muscular,manchas_na_garganta,febre_alta,contatos_extraconjugais,,,,,,,,,,,,,
Diabetes,fadiga,perda_de_peso,agitação,letargia,nível_irregular_de_açúcar,visão_turva,obesidade,fome_excessiva,apetite_aumentado,poliúria,,,,,,,
Gastroenterite,vômito,olhos_fundos,desidratação,diarreia,,,,,,,,,,,,,
Asma brônquica,fadiga,tosse,febre_alta,falta_de_ar,histórico_familiar,escarro_mucoide,,,,,,,,,,,
